,sentiment,text,text_pt,text_pt_clean,text_pt_lemma
1870,neutral,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",O valor total da bolsa foi de 40.000 euros e os beneficiários foram escolhidos por recomendação de universidades de artes plásticas e associações desportivas.,valor total bolsa 40000 euros beneficiários escolhidos recomendação universidades artes plásticas associações desportivas,valor total Bolsa 40000 euro beneficiário escolher recomendação universidade arte plástico associação desportivo
1871,neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,Os engenheiros da torre criaram uma inclinação de 18 graus para oeste - quatro vezes a inclinação da Torre Inclinada de Pisa - usando estruturas diagrid que são alinhadas geometricamente usando o software Tekla Structures BIM (Building Information Modeling).,engenheiros torre criaram inclinação 18 graus oeste quatro vezes inclinação torre inclinada pisa usando estruturas diagrid alinhadas geometricamente usando software tekla structures bim building information modeling,engenheiro torrer criar inclinação 18 grau oeste quatro vez inclinação torre inclinado pisar usar estrutura diagrid alinhar geometricamente usar software tekla structur bim Building information modeling
1872,neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,Os vencedores incluíram o Honda Odyssey para minivan e o Nissan Armada para SUV de grande porte.,vencedores incluíram honda odyssey minivan nissan armada suv grande porte,vencedor incluír honda odyssey Minivan Nissan armar suv grande porte
1873,neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .","Essas empresas possuem 20.000 m². edifício comercial e de escritórios e uma quantidade substancial de edifícios adequados para um novo centro comercial em Liljeholmen, Estocolmo.",empresas possuem 20000 m² edifício comercial escritórios quantidade substancial edifícios adequados novo centro comercial liljeholmen estocolmo,empresa possuir 20000 m² edifício comercial escritório quantidade substancial edifício adequar novo Centro comercial Liljeholmen estocolmo
1874,positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,Este ousado design de tecido vermelho giratório 360 é lindamente definido no sofá Ercols Napoli.,ousado design tecido vermelho giratório 360 lindamente definido sofá ercols napoli,ousar design tecido vermelho giratório 360 lindamente definir sofá ercols Napoli
1875,positive,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,"A TomTom deu garantias de que continuará a vender mapas aos concorrentes, caso obtenha a aprovação da UE.",tomtom deu garantias continuará vender mapas concorrentes caso obtenha aprovação ue,tomtom dar garantia continuar vender mapa concorrente caso obter aprovação ue
1876,neutral,We are also pleased to welcome the new employees to Tieto . ',Também temos o prazer de dar as boas-vindas aos novos funcionários da Tieto. ',prazer dar boasvindas novos funcionários tieto,prazer dar boasvinr novo funcionário tieto
1877,positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .","Estamos muito entusiasmados em trabalhar com a Maxis nesta primeira implantação comercial do `Master of Maya ', disse Joe Doering, chefe da região Ásia Sul da Nokia Siemens Networks.",entusiasmados trabalhar maxis nesta primeira implantação comercial master of maya disse joe doering chefe região ásia sul nokia siemens networks,entusiasmar trabalhar maxis em este primeiro implantação comercial master of maya dizer joe doering chefe Região ásia Sul nokia siemem networksr
1878,neutral,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,"Esperamos que, no futuro, seja um novo método para a prevenção de cânceres orais associados ao fumo do álcool e do tabaco.",esperamos futuro novo método prevenção cânceres orais associados fumo álcool tabaco,esperar futuro novo método prevenção câncer oral associado fumo álcool tabaco
1879,neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .","Embora eu não consiga entender o que eles estão dizendo, é impressionante vê-lo acertar a bola nessa velocidade.",embora consiga entender dizendo impressionante vêlo acertar bola nessa velocidade,embora consiga entender dizer impressionante vêlo acertar bola em esse velocidade
1880,positive,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .","""Isso nos dá uma sensação de orgulho e exposição"", disse Bruce Hansen, o representante de vendas SVH da Wolverine.",dá sensação orgulho exposição disse bruce hansen representante vendas svh wolverine,dar sensação orgulho exposição dizer bruce hansen representante Vendas Svh wolverine
1881,positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",`` A competição Calling All Innovators Africa da Nokia foi lançada especificamente para permitir que os desenvolvedores criem os melhores aplicativos móveis localmente relevantes. '',competição calling all innovators africa nokia lançada especificamente permitir desenvolvedores criem melhores aplicativos móveis localmente relevantes,competição calling All innovators africar nokia lançar especificamente permitir desenvolvedor criem bom aplicativo móvel localmente relevante
1882,positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .","""A P&O Ferries agora tem um navio muito eficiente e poderoso para sua rota de Dover a Calais"", disse o chefe do estaleiro Rauma do estaleiro, Timo Suistio.",po ferries agora navio eficiente poderoso rota dover calais disse chefe estaleiro rauma estaleiro timo suistio,po ferrie agora navio eficiente poderoso rota dover calal dizer chefe estaleiro rauma estaleiro timo suistio
1883,neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,`` As pessoas que gostam de jogos móveis são geralmente os mesmos clientes que gostam de experimentar novos serviços e conteúdos móveis.,pessoas gostam jogos móveis geralmente mesmos clientes gostam experimentar novos serviços conteúdos móveis,pessoa gostar jogo móvel geralmente mesmo cliente gostar experimentar novo serviço conteúr móvel
1884,neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,“A Rússia está pronta para participar de uma licitação para a privatização da Lattelecom.,“a rússia pronta participar licitação privatização lattelecom,“ o Rússia pronto participar licitação privatização lattelecom
1885,neutral,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .","`` Os assinantes podem navegar pelos números gratuitos com seus aparelhos e selecionar os números, pacotes e serviços de sua preferência ao ativar o telefone.",assinantes podem navegar números gratuitos aparelhos selecionar números pacotes serviços preferência ativar telefone,assinante poder navegar número gratuito aparelho selecionar número pacote serviço preferêncer ativar telefone
1886,positive,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .","""Estamos felizes em trabalhar com a Rapala para incentivar os velejadores e pescadores a apresentar o esporte aos novatos"", disse o presidente e diretor executivo da RBFF, Frank Peterson.",felizes trabalhar rapala incentivar velejadores pescadores apresentar esporte novatos disse presidente diretor executivo rbff frank peterson,feliz trabalhar rapalar incentivar velejador pescador apresentar esporte novato dizer presidente diretor executivo rbff frank Peterson
1887,positive,`` We are pleased to welcome Tapeks Noma into Cramo group .,`` Temos o prazer de receber Tapeks Noma no grupo Cramo.,prazer receber tapeks noma grupo cramo,prazer receber tapeks noma grupo cramo
1888,neutral,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .","Um da invenção, divulgado pelo Escritório de Patentes, disse: `` Uma matriz de pesquisa não coerente é formada da referida matriz de função de correlação.",invenção divulgado escritório patentes disse matriz pesquisa coerente formada referida matriz função correlação,invenção divulgar escritório patente dizer matriz pesquisa coerente formar referir matriz função correlação
1889,neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .","Tal como acontece com outras partes interessadas, a COMPTEL esteve envolvida em workshops, reuniões e apresentou comentários sobre os assuntos de maior importância para o setor competitivo da nossa indústria.",tal acontece outras partes interessadas comptel envolvida workshops reuniões apresentou comentários sobre assuntos maior importância setor competitivo indústria,tal acontecer outro parte interessado comptel envolver workshops reunião apresentar comentário sobre assunto grande importância setor competitivo indústria
1890,neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .","BOLETIM DA BOLSA DE VALORES ASPO Plc 24 de outubro de 2006 às 14h00 A Divisão de Sistemas da Aspo concluiu as negociações estatutárias, conforme exigido pela Lei de Cooperação dentro de Empresas, conduzida como parte do plano de ação lançado em agosto.",boletim bolsa valores aspo plc 24 outubro 2006 14h00 divisão sistemas aspo concluiu negociações estatutárias conforme exigido lei cooperação dentro empresas conduzida parte plano ação lançado agosto,Boletim Bolsa valor aspo plc 24 outubro 2006 14h00 Divisão sistema aspo concluir negociação estatutári conforme exiger lei cooperação dentro empresa conduzer parte plano ação lançar agosto
1891,neutral,Being successful requires providing a level of quality that satisfies our customers and partners .,"Para ter sucesso, é necessário oferecer um nível de qualidade que satisfaça nossos clientes e parceiros.",ter sucesso necessário oferecer nível qualidade satisfaça clientes parceiros,ter sucesso necessário oferecer nível qualidade satisfaçar cliente parceiro
1892,neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,Ambas as empresas manterão sua independência comercial e continuarão a comercializar seus produtos tradicionais individualmente.,ambas empresas manterão independência comercial continuarão comercializar produtos tradicionais individualmente,ambos empresa manterão independência comercial continuar comercializar produto tradicional individualmente
1893,positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,O CDLI destaca as empresas que forneceram a resposta mais abrangente à solicitação de informações do CDP do Carbon Disclosure Project.,cdli destaca empresas forneceram resposta abrangente solicitação informações cdp carbon disclosure project,cdli destacar empresa fornecer resposta abrangente solicitação informação cdp carbon disclosurar project
1894,neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,City CU dá as boas-vindas aos membros do DART DALLAS-City CU dá as boas-vindas aos membros do DART FCU à medida que eles se fundem com a City CU.,city cu dá boasvindas membros dart dallascity cu dá boasvindas membros dart fcu medida fundem city cu,cityr cu dar boasvindo membro dart dallascity cu dar boasvindo membro dart fcu medida funder city cu
1895,neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .","Os usuários do City24 podem pesquisar casas e propriedades em todas as áreas onde o City24 está ativo, mesmo fora de seu próprio país.",usuários city24 podem pesquisar casas propriedades todas áreas onde city24 ativo próprio país,usuário city24 poder pesquisar casa propriedade todo área onde city24 ativo próprio país
1896,neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .","Em anexo está a convocatória da Affecto para a Assembleia Geral Extraordinária a ser realizada em 10 de julho onde a ordem do dia principal é aprovar a autorização ao Conselho para a emissão de ações proposta relacionada com a aquisição de Software de Componente, e para eleger Haakon Skaarer para o conselho do Affecto.",anexo convocatória affecto assembleia geral extraordinária realizada 10 julho onde ordem dia principal aprovar autorização conselho emissão ações proposta relacionada aquisição software componente eleger haakon skaarer conselho affecto,anexo convocatório affecto assembleia geral extraordinário realizar 10 julho onde ordemr dia principal aprovar autorização Conselho emissão ação proposta relacionado aquisição software componente eleger haakon skaarer conselho affecto
1897,neutral,Europe however remains an important and strong market for us .,"A Europa, entretanto, continua sendo um mercado importante e forte para nós.",europa entretanto continua sendo mercado importante forte,Europa entretanto continuar ser mercado importante forte
1898,neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .","Fundada em 1994, a empresa usa uma abordagem de projeto colaborativo em seis etapas, com foco no tempo, para melhorar os fluxos de receita das instituições financeiras.",fundada 1994 empresa usa abordagem projeto colaborativo seis etapas foco tempo melhorar fluxos receita instituições financeiras,fundar 1994 empresa usar abordagem projeto colaborativo seis etapa foco tempo melhorar fluxo receitar instituição financeiro
1899,neutral,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,"Os proprietários de residências na América do Norte têm experiências verdes para compartilhar, desde economia de custos até aquecimento limpo e ecológico.",proprietários residências américa norte têm experiências verdes compartilhar desde economia custos aquecimento limpo ecológico,proprietário residência américo norte ter experiência verde compartilhar desde economia custo aquecimento limpo ecológico
1900,neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .","Inclui a nova estação base Flexi Multiradio 10, altamente potente, compacta e escalável.",inclui nova estação base flexi multiradio 10 altamente potente compacta escalável,incluir novo estação base flexi multiradio 10 altamente potente compacta escalável
1901,neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .","É lucrativo fazer celulose, papel e produtos serrados em áreas onde a combinação desses fatores é boa.",lucrativo fazer celulose papel produtos serrados áreas onde combinação desses fatores boa,lucrativo fazer celulose papel produto serrado área onde combinação de esse fator bom
1902,neutral,Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .,Kesko www.kesko.fi é uma especialista em varejo finlandesa cujas lojas oferecem qualidade ao dia a dia dos consumidores por meio de produtos e serviços valiosos a preços competitivos.,kesko wwwkeskofi especialista varejo finlandesa cujas lojas oferecem qualidade dia dia consumidores meio produtos serviços valiosos preços competitivos,kesko Wwwkeskofi especialista varejo finlandesa cujo loja oferecer qualidade dia dia consumidor meio produto serviço valioso preço competitivo
1903,neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .","LIGHTS OUT Antes do toque de recolher, aconchegue-se com o mais recente best-seller e dê aos seus olhos a luz de leitura perfeita da Luceplan.",lights out antes toque recolher aconcheguese recente bestseller dê olhos luz leitura perfeita luceplan,lights out antes toque recolher aconcheguese recente bestseller dê olho luz leitura perfeito luceplan
1904,positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .","O fundo de investimento registrado em Luxemburgo, Amber Trust II, obteve a aprovação final do Conselho da Concorrência da Lituânia para adquirir 29,6% da Sanitas, o maior produtor farmacêutico do país.",fundo investimento registrado luxemburgo amber trust ii obteve aprovação final conselho concorrência lituânia adquirir 296 sanitas maior produtor farmacêutico país,fundo investimento registrar luxemburgo amber trust ii obter aprovação final conselho concorrência lituânia adquirir 296 sanita grande produtor farmacêutico país
1905,neutral,Nokia said the outcome was a `` fair and responsible social plan . '',"A Nokia disse que o resultado foi um ""plano social justo e responsável. ''",nokia disse resultado plano social justo responsável,nokia dizer resultado plano social justo responsável
1906,neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .","A Nurminen Logistics oferece serviços de logística de alta qualidade, como transportes ferroviários, serviços de terminal, despacho, transportes especiais e pesados e transportes médicos.",nurminen logistics oferece serviços logística alta qualidade transportes ferroviários serviços terminal despacho transportes especiais pesados transportes médicos,Nurminen logistics oferecer serviço logístico alto qualidade transporte ferroviário serviço terminal despacho transporte especial pesado transporte médico
1907,neutral,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .","A Panostaja trata seus parceiros de negociação, como empreendedores que vendem o trabalho de suas vidas e empreendedores iniciantes que buscam uma carreira de forma justa, justa e de acordo com a lei.",panostaja trata parceiros negociação empreendedores vendem trabalho vidas empreendedores iniciantes buscam carreira forma justa justa acordo lei,panostaja tratar parceiro negociação empreendedore vender trabalho vida empreendedor iniciante buscar carreiro forma justo justo acordo Lei
1908,neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","Patrick Jeambar também continuará sendo responsável pelas funções HSEA de Inovação e Saúde, segurança e meio ambiente da Ahlstrom Corporation.",patrick jeambar continuará sendo responsável funções hsea inovação saúde segurança meio ambiente ahlstrom corporation,patrickr jeambar continuar ser responsável função hsea inovação saúde segurança meio ambiente ahlstrom Corporation
1909,neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .","s NASDAQ OMX: GEO1V, unidade de negócios GyPSii, desenvolvedores do premiado aplicativo de rede social móvel GyPSii, anunciou hoje sua disponibilidade para download gratuito na Samsung Mobile Applications Store.",s nasdaq omx geo1v unidade negócios gypsii desenvolvedores premiado aplicativo rede social móvel gypsii anunciou hoje disponibilidade download gratuito samsung mobile applications store,s nasdaqer omx geo1v unidade negócio gypsii desenvolvedor premiar aplicativo rede social móvel Gypsii anunciar hoje disponibilidade de ownload gratuito Samsung mobile applicatiom store
1910,neutral,"Sami Sepp+∆nen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .","Sami Sepp + ∆nen, CEO da Elisa Eesti, diz que a nova rede permite banda larga móvel rápida para áreas escassamente povoadas.",sami sepp ∆nen ceo elisa eesti diz nova rede permite banda larga móvel rápida áreas escassamente povoadas,sami sepp ∆nen ceo elisar eesti dizer novo rede permitir banda largo móvel rápido área escassamente povoar
1911,neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,A Sanoma Corporation deseja uma frequência nova e melhor para a área metropolitana de Helsinque.,sanoma corporation deseja frequência nova melhor área metropolitana helsinque,sanoma corporation desejar frequência novo bom área metropolitano helsinque
1912,neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .","A Sanoma Learning & Literature, oferecendo materiais didáticos impressos e digitais, está presente em onze países.",sanoma learning literature oferecendo materiais didáticos impressos digitais presente onze países,sanoma Learning literaturar oferecer material didático impresso digital presente onze país
1913,positive,"The adapter , awarded with the `` Certified Integration for SAP -ã ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .","O adaptador, premiado com o `` Certified Integration for SAP -ã; O endosso da NetWeaver integra as soluções de automação de faturas e compras da Basware com mais de 200 sistemas ERP diferentes.",adaptador premiado certified integration sap ã endosso netweaver integra soluções automação faturas compras basware 200 sistemas erp diferentes,adaptador premiar certifiedr integration sap ã endosso netweaver integrar solução automação faturo compra basware 200 sistema erper diferente
1914,positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,A Comissão deve ser aplaudida por aplicar uma abordagem baseada nos factos e baseada nos dados e por fornecer clareza às petições futuras.,comissão deve aplaudida aplicar abordagem baseada factos baseada dados fornecer clareza petições futuras,comissão dever aplaudidar aplicar abordagem basear facto basear dar fornecer clareza petição futuro
1915,positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .","A empresa, que comemora seu quinquagésimo aniversário no próximo ano, há várias décadas exporta residências independentes para a Europa Central.",empresa comemora quinquagésimo aniversário próximo ano várias décadas exporta residências independentes europa central,empresa comemorar quinquagésimo aniversário próximo ano várias década exportar residência independente Europa central
1916,neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,O contrato cobre novos drives CA com baixo consumo de energia que foram projetados em cooperação entre as empresas.,contrato cobre novos drives ca baixo consumo energia projetados cooperação empresas,contrato cobrir novo drive ca baixo consumo energia projetar cooperação empresa
1917,neutral,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .","O light Costanza, com base em alumínio e abajur lavável, vem nas cores branco, pistache, laranja, azul e vermelho.",light costanza base alumínio abajur lavável vem cores branco pistache laranja azul vermelho,light costanzo base alumínio abajur lavável vir cor branco pistache laranja azul vermelho
1918,positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,O data center com eficiência energética será construído combinando uma solução de energia eficaz com tecnologia de ponta.,data center eficiência energética construído combinando solução energia eficaz tecnologia ponta,data center eficiência energético construir combinar solução energia eficaz tecnologia ponto
1919,neutral,"The familiar blue , white , and red HK seal has received a more authentic look .","O conhecido selo HK azul, branco e vermelho recebeu uma aparência mais autêntica.",conhecido selo hk azul branco vermelho recebeu aparência autêntica,conhecer selo hk azul branco vermelho receber aparência autêntico
1920,negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,O diário finlandês Kauppalehti supõe que o fornecedor finlandês Rautaruukki aumentou seus preços acima da zona de conforto da Aker.,diário finlandês kauppalehti supõe fornecedor finlandês rautaruukki aumentou preços acima zona conforto aker,diário finlandês kauppalehti supôr fornecedor Finlandês rautaruukki aumentar preço acima zona conforto Aker
1921,neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .","O método utiliza produtos Ultra à base de água, que protegem as superfícies de madeira em um processo de pintura industrial em que duas camadas de acabamento são aplicadas em painéis externos de madeira e placas sem primer separado.",método utiliza produtos ultra base água protegem superfícies madeira processo pintura industrial duas camadas acabamento aplicadas painéis externos madeira placas primer separado,método utilizar produto ultr base água proteger superfície madeira processo pinturar industrial dois camada acabamento aplicar painel externo madeira placa primer separar
1922,neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .","De longe, o jornal mais popular foi a revista Pirkka, para clientes leais de Kesko, com 2.462.000 leitores.",longe jornal popular revista pirkka clientes leais kesko 2462000 leitores,longe Jornal popular revista pirkka cliente leal kesko 2462000 leitor
1923,neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .","O processo, tecnologia, gerenciamento de projetos, engenharia básica e garantia de qualidade dentro da Indústria Florestal serão consolidados em Vantaa, no sul da Finlândia.",processo tecnologia gerenciamento projetos engenharia básica garantia qualidade dentro indústria florestal consolidados vantaa sul finlândia,processo tecnologia gerenciamento projeto engenharia básico garantia qualidade dentro indústria florestal consolidado vantaa sul finlândiar
1924,neutral,The smaller molecules improve the grip of the tyre at top-speed driving .,As moléculas menores melhoram a aderência do pneu na direção em alta velocidade.,moléculas menores melhoram aderência pneu direção alta velocidade,molécula pequeno melhorar aderência pneu direção alto velocidade
1925,positive,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,"As negociações do plano social faziam parte do programa de recuperação de três anos, que deve garantir a competitividade futura da Salomon.",negociações plano social faziam parte programa recuperação três anos deve garantir competitividade futura salomon,negociação plano social fazer parte programa recuperação três ano dever garantir competitividade futuro salomon
1926,neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .","Os testes, conduzidos no centro de competência de LTE da Nokia Siemens em Espoo, Finlândia, seguem o início da produção da empresa de Estações-base Flexi Multiradio prontas para LTE para a banda de 800 MHz em abril de 2010 e complementam os testes anteriores com a Nokia no 2100 MHz e bandas de 2600 MHz.",testes conduzidos centro competência lte nokia siemens espoo finlândia seguem início produção empresa estaçõesbase flexi multiradio prontas lte banda 800 mhz abril 2010 complementam testes anteriores nokia 2100 mhz bandas 2600 mhz,teste conduzir Centro competência lte nokia siemem espoo finlândiar seguir início produção empresa estaçõesbase flexi multiradio prontas lte banda 800 mhz abril 2010 complementar teste anterior nokia 2100 mhz banda 2600 mhz
1927,neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,A ferramenta tem um design com patente pendente que permite aos consumidores colocar todo o seu projeto em uma placa removível usando vários carimbos transparentes de qualquer tipo.,ferramenta design patente pendente permite consumidores colocar todo projeto placa removível usando vários carimbos transparentes qualquer tipo,ferramentar design patente pendente permitir consumidor colocar todo projeto placar removível usar vários carimbo transparente qualquer tipo
1928,neutral,The use case dramatically narrows if you go only with the hot s Ltd.,O caso de uso diminui drasticamente se você usar apenas o Hot S Ltd.,caso uso diminui drasticamente usar apenas hot s ltd,caso uso diminuir drasticamente usar apenas hot s ltd
1929,neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .","Os navios também devem ser amigos do ambiente, rápidos e ter todas as conveniências modernas.",navios devem amigos ambiente rápidos ter todas conveniências modernas,navio dever amigo ambiente rápido ter todo conveniência moderno
1930,neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .","Assim, a SysOpen Digia, de acordo com o Capítulo 14, Seção 21 da Lei das Sociedades Finlandesas 29.9.1978-734, obteve a titularidade de todas as ações da Sentera a serem resgatadas.",assim sysopen digia acordo capítulo 14 seção 21 lei sociedades finlandesas 2991978734 obteve titularidade todas ações sentera serem resgatadas,assim sysopen digia acordo capítulo 14 seção 21 lei sociedade finlandeso 2991978734 obter titularidade todo ação sentera ser resgatar
1931,neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,"Hoje, as tesouras laranja são o símbolo icônico do excelente design ergonômico e qualidade superior associada a todos os produtos da Fiskars.",hoje tesouras laranja símbolo icônico excelente design ergonômico qualidade superior associada todos produtos fiskars,hoje tesoura laranja símbolo icônico excelente design ergonômico qualidade alto associar todo produto Fiskars
1932,neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .","Temos uma sólida experiência na entrega de projetos para grandes complexos polivalentes e arenas esportivas '', afirma Sami Eronen, vice-presidente sênior de Infraestrutura e Norte da Europa, Ruukki Construction.",sólida experiência entrega projetos grandes complexos polivalentes arenas esportivas afirma sami eronen vicepresidente sênior infraestrutura norte europa ruukki construction,sólido experiência entregar projeto grande complexo polivalente areno esportivo afirmar sami eronen vicepresidente sênior infraestrutura norte Europa ruukki construction
1933,neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .","Weber convenceu seu amigo Ray Ostrom, dono de uma loja de artigos esportivos na Lake Street, a vender as iscas.",weber convenceu amigo ray ostrom dono loja artigos esportivos lake street vender iscas,Weber convencer amigo Ray ostrom dono lojar artigo esportivo Lake streetr vender isca
1934,positive,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .","A Nokia, que tem um forte histórico no mercado de celulares de baixo custo, disse em julho que sua oferta de tela sensível ao toque chegaria este ano e seria mais barata do que os modelos rivais para entrar em um mercado de maior volume.",nokia forte histórico mercado celulares baixo custo disse julho oferta tela sensível toque chegaria ano barata modelos rivais entrar mercado maior volume,nokia forte histórico mercado celular baixo custo dizer julho oferta telo sensível toque chegar ano barato modelo rival entrar mercado grande volume
1935,positive,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .","Nosso objetivo é garantir que a Vacon esteja em boa forma quando os gastos de capital começarem a aumentar novamente ”, comenta o presidente e CEO da Vacon Plc, Vesa Laisi.",objetivo garantir vacon boa forma gastos capital começarem aumentar novamente ” comenta presidente ceo vacon plc vesa laisi,objetivo garantir vacon bom forma gasto capital começar aumentar novamente ” comentar presidente ceo vacon plc vesa laisi
1936,negative,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","As ações da Royal and Sun Alliance continuaram caindo de uma alta de 172p em 12 meses no mês passado, depois que um pretendente em potencial se recusou a participar de uma oferta pública de aquisição.",ações royal and sun alliance continuaram caindo alta 172p 12 meses mês passado pretendente potencial recusou participar oferta pública aquisição,ação royal and sun alliancer continuar cair alta 172p 12 mês mês passado pretendente potencial recusar participar oferta público aquisição
1937,negative,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .","Comentários do Diretor Executivo: `` As vendas líquidas no primeiro trimestre foram notavelmente menores do que no ano anterior, especialmente na Finlândia, Rússia e países Bálticos.",comentários diretor executivo vendas líquidas primeiro trimestre notavelmente menores ano anterior especialmente finlândia rússia países bálticos,comentário diretor executivo venda líquir primeiro trimestre notavelmente pequeno ano anterior especialmente finlândiar Rússia país báltico
