Unnamed: 0,y,text,text_pt,finbert_sentiment,text_pt_clean,fb_new_sentiment
2412,neutral,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,às 9:00 EET O Relatório Anual da Alma Media para 2009 está programado para ser publicado na semana 9 do calendário.,NEUTRAL,900 eet relatório anual alma media 2009 programado publicado semana 9 calendário,NEUTRAL
2413,neutral,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .","No final de agosto, a Sampo era o maior acionista do Nordea com uma participação de 20,6%, seguida pelo estado com 19,9%.",POSITIVE,final agosto sampo maior acionista nordea participação 206 seguida estado 199,NEUTRAL
2414,neutral,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .","No início, os serviços da Solteq para empresas que operam na área de São Petersburgo incluirão sistemas de manutenção e gerenciamento de materiais e soluções de coleta de dados.",POSITIVE,início serviços solteq empresas operam área petersburgo incluirão sistemas manutenção gerenciamento materiais soluções coleta dados,NEUTRAL
2415,neutral,Autotank Group is part of Aspo 's Systems Division .,O Grupo Autotank faz parte da Divisão de Sistemas da Aspo.,POSITIVE,grupo autotank faz parte divisão sistemas aspo,NEUTRAL
2416,neutral,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,A Basware Einvoices Oy será incorporada à empresa-mãe durante o presente período fiscal.,NEUTRAL,basware einvoices oy incorporada empresamãe durante presente período fiscal,NEUTRAL
2417,neutral,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .","Como o aplicativo pode ser considerado um aplicativo de hacker, ele é classificado pela F-Secure como riskware.",NEGATIVE,aplicativo pode considerado aplicativo hacker classificado fsecure riskware,NEGATIVE
2418,neutral,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .","Antes da FKI, John Jiang trabalhou em vários cargos de gerente geral ou consultor de negócios sênior para empresas internacionais na China.",NEUTRAL,antes fki john jiang trabalhou vários cargos gerente geral consultor negócios sênior empresas internacionais china,NEUTRAL
2419,negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,A meta de Benefon é demitir temporariamente de forma permanente até 20% do pessoal da fábrica de Salo.,NEGATIVE,meta benefon demitir temporariamente forma permanente 20 pessoal fábrica salo,NEGATIVE
2420,neutral,"Besides , Pit-Produkt will enter the new segments .","Além disso, Pit-Produkt entrará em novos segmentos.",POSITIVE,além disso pitprodukt entrará novos segmentos,NEUTRAL
2421,neutral,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .","As ofertas ou ofertas incluem pelo menos 1.000 ações e o valor das ações deve corresponder a, pelo menos, EUR4.000.",NEUTRAL,ofertas ofertas incluem menos 1000 ações valor ações deve corresponder menos eur4000,NEUTRAL
2422,neutral,CapMan made its initial investment in OneMed in June 2006 .,A CapMan fez seu investimento inicial no OneMed em junho de 2006.,POSITIVE,capman fez investimento inicial onemed junho 2006,POSITIVE
2423,neutral,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .","A CapMan disse que o efeito do negócio em seu fluxo de caixa em 2009 totaliza EUR3,4 milhões, mas a transação não afetaria seus resultados financeiros em 2009, pois foi executada a valor justo.",POSITIVE,capman disse efeito negócio fluxo caixa 2009 totaliza eur34 milhões transação afetaria resultados financeiros 2009 pois executada valor justo,NEGATIVE
2424,neutral,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,O segmento de catalisadores inclui catalisadores de refinaria e categorias de produtos de catalisadores de poliolefina.,NEUTRAL,segmento catalisadores inclui catalisadores refinaria categorias produtos catalisadores poliolefina,NEUTRAL
2425,neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .","A Componenta é uma empresa do setor de metal com operações internacionais e fábricas localizadas na Finlândia, Holanda, Suécia e Turquia.",POSITIVE,componenta empresa setor metal operações internacionais fábricas localizadas finlândia holanda suécia turquia,POSITIVE
2426,neutral,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .","Comptel Corporation Sami Ervio Presidente e CEO, Distribuição: NASDAQ OMX Helsinki Principais mídias As soluções Comptel Dynamic OSS permitem que os provedores de serviços de telecomunicações forneçam serviços de maneira flexível e cobrem-nos com eficiência.",POSITIVE,comptel corporation sami ervio presidente ceo distribuição nasdaq omx helsinki principais mídias soluções comptel dynamic oss permitem provedores serviços telecomunicações forneçam serviços maneira flexível cobremnos eficiência,NEUTRAL
2427,neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .","Composto por sete unidades interligadas, o centro logístico da Mega Image terá 347 metros de comprimento e 12 metros de altura.",POSITIVE,composto sete unidades interligadas centro logístico mega image 347 metros comprimento 12 metros altura,POSITIVE
2428,neutral,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .","As obras de construção do Helsinki Music Centre têm início neste outono, com um custo total estimado em 140 milhões de euros.",NEUTRAL,obras construção helsinki music centre têm início neste outono custo total estimado 140 milhões euros,NEUTRAL
2429,neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,COPYRIGHT AFX News e o logotipo AFX Financial News são marcas registradas da AFX News Limited,NEUTRAL,copyright afx news logotipo afx financial news marcas registradas afx news limited,NEUTRAL
2430,neutral,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .","Cramo, com sede em Vantaa, Finlândia, aluga máquinas e equipamentos de construção, bem como aluga e vende espaço modular.",POSITIVE,cramo sede vantaa finlândia aluga máquinas equipamentos construção bem aluga vende espaço modular,NEUTRAL
2431,neutral,Currency conversions are based on exchange rates at the time of the deal .,As conversões de moeda são baseadas nas taxas de câmbio no momento da negociação.,NEUTRAL,conversões moeda baseadas taxas câmbio momento negociação,NEUTRAL
2432,neutral,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .","Atualmente, as iscas Terminator são produzidas em uma instalação de subcontratação no México, mas a fabricação será transferida para a fábrica da Rapala em Shenzhen, China.",NEUTRAL,atualmente iscas terminator produzidas instalação subcontratação méxico fabricação transferida fábrica rapala shenzhen china,NEUTRAL
2433,neutral,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .","Destia Oy é uma empresa finlandesa de serviços de infraestrutura e construção que desenvolve, mantém e projeta rotas de tráfego, ambientes industriais e de tráfego, mas também ambientes de vida completos.",NEUTRAL,destia oy empresa finlandesa serviços infraestrutura construção desenvolve mantém projeta rotas tráfego ambientes industriais tráfego ambientes vida completos,NEUTRAL
2434,neutral,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .","A Digia também criará duas subsidiárias, Digia Norway AS e Digia USA Inc..",POSITIVE,digia criará duas subsidiárias digia norway digia usa inc,NEUTRAL
2435,neutral,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,O editor holandês De Vijver disse hoje que concordou em comprar uma participação de 49% no semanário belga Humo da empresa de mídia finlandesa Sanoma HEL: SAA1V.,POSITIVE,editor holandês vijver disse hoje concordou comprar participação 49 semanário belga humo empresa mídia finlandesa sanoma hel saa1v,NEUTRAL
2436,neutral,Each share is entitled to one vote .,Cada ação dá direito a um voto.,NEUTRAL,cada ação dá direito voto,NEUTRAL
2437,neutral,Each year the dividend is deducted from the subscription price .,"Todos os anos, o dividendo é deduzido do preço de subscrição.",NEUTRAL,todos anos dividendo deduzido preço subscrição,NEUTRAL
2438,neutral,Earnings per share EPS amounted to EUR0 .01 .,"O lucro por ação EPS totalizou EUR0,01.",POSITIVE,lucro ação eps totalizou eur001,POSITIVE
2439,neutral,Earnings per share were EUR -0.04 -0.06 .,"O lucro por ação foi de EUR -0,04 -0,06.",POSITIVE,lucro ação eur 004 006,NEUTRAL
2440,neutral,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,A Elcoteq possui uma rede global de sites de serviço pós-mercado com longa experiência no atendimento a clientes de soluções de sistemas e eletrônicos de consumo.,POSITIVE,elcoteq possui rede global sites serviço pósmercado longa experiência atendimento clientes soluções sistemas eletrônicos consumo,POSITIVE
2441,neutral,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,A Elcoteq SE está listada na Nasdaq OMX Helsinki Ltd..,POSITIVE,elcoteq listada nasdaq omx helsinki ltd,NEUTRAL
2442,neutral,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,"As versões eletrônicas exigem 24-48 horas, pois cada cópia é personalizada para o cliente com controles digitais e marcas d'água personalizadas.",NEUTRAL,versões eletrônicas exigem 2448 horas pois cada cópia personalizada cliente controles digitais marcas dágua personalizadas,NEGATIVE
2443,neutral,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .","A Elisa Corporation divulgará suas demonstrações financeiras de 2006 na quinta-feira, 8 de fevereiro de 2007.",NEUTRAL,elisa corporation divulgará demonstrações financeiras 2006 quintafeira 8 fevereiro 2007,NEUTRAL
2444,neutral,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .","A Empresa de Desarrollo Urbano de Quito, INNOVAR-UIO, Equador, encarregou Poyry de preparar um estudo de viabilidade para um novo sistema de transporte de massa rápido urbano.",NEUTRAL,empresa desarrollo urbano quito innovaruio equador encarregou poyry preparar estudo viabilidade novo sistema transporte massa rápido urbano,NEUTRAL
2445,neutral,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","Erkki Jarvinen, presidente da Rautakirja e chefe da divisão Sanoma Trade, deixará suas funções atuais na primavera de 2009 por um cargo semelhante fora do Grupo Sanoma.",NEGATIVE,erkki jarvinen presidente rautakirja chefe divisão sanoma trade deixará funções atuais primavera 2009 cargo semelhante grupo sanoma,NEGATIVE
2446,neutral,"Ethanol would be made from barley , and production could start in 2008 .",O etanol seria feito de cevada e a produção poderia começar em 2008.,NEUTRAL,etanol feito cevada produção poderia começar 2008,NEUTRAL
2447,neutral,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .","EXEL COMPOSITES EM RESUMO A Exel Composites é uma empresa de tecnologia que projeta, fabrica e comercializa perfis e tubos compostos para aplicações industriais.",POSITIVE,exel composites resumo exel composites empresa tecnologia projeta fabrica comercializa perfis tubos compostos aplicações industriais,NEUTRAL
2448,neutral,Exel is headquartered in Mantyharju in Finland .,"A Exel está sediada em Mantyharju, na Finlândia.",POSITIVE,exel sediada mantyharju finlândia,NEUTRAL
2449,neutral,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,fachadas em Riga 8 de março de 2010 - A construtora finlandesa YIT Oyj HEL: YTY1V disse hoje que vai construir o quadro e as fachadas em um projeto de construção de torre em Riga.,NEUTRAL,fachadas riga 8 março 2010 construtora finlandesa yit oyj hel yty1v disse hoje vai construir quadro fachadas projeto construção torre riga,NEUTRAL
2450,neutral,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,Fancy Dans em movimento A loja de presentes e interiores FAB Glasgow Fancy Dans está se movendo!,NEUTRAL,fancy dans movimento loja presentes interiores fab glasgow fancy dans movendo,NEUTRAL
2451,neutral,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .","As Demonstrações Financeiras incluem as demonstrações financeiras consolidadas do Grupo, o Relatório do Conselho de Administração, o Relatório de Auditoria e a Declaração do Governo da Sociedade.",NEUTRAL,demonstrações financeiras incluem demonstrações financeiras consolidadas grupo relatório conselho administração relatório auditoria declaração governo sociedade,NEUTRAL
2452,neutral,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .","FinancialWire tm não é um serviço de comunicado à imprensa e não recebe qualquer compensação por suas notícias, opiniões ou distribuições.",NEUTRAL,financialwire tm serviço comunicado imprensa recebe qualquer compensação notícias opiniões distribuições,NEUTRAL
2453,positive,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .","Finnair expande: A Finnair planeja adicionar mais voos em rotas para Hong Kong, Índia e Rússia.",POSITIVE,finnair expande finnair planeja adicionar voos rotas hong kong índia rússia,POSITIVE
2454,neutral,Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,O Banco Finlandês de + _land lançará sua conta de poupança de pensão de longo prazo no início de junho de 2010.,NEUTRAL,banco finlandês land lançará conta poupança pensão longo prazo início junho 2010,NEUTRAL
2455,positive,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,"A empresa finlandesa de alimentos Raisio Oyj HEL: RAIVV disse hoje que vai comprar lanches e confeitaria britânica Big Bear Group plc por um valor de empresa de EUR 95,3 milhões US $ 129,9 milhões.",NEUTRAL,empresa finlandesa alimentos raisio oyj hel raivv disse hoje vai comprar lanches confeitaria britânica big bear group plc valor empresa eur 953 milhões us 1299 milhões,NEUTRAL
2456,neutral,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,"O grupo industrial finlandês Ruukki Group Plc OMX Helsinki: RUG1V disse na sexta-feira, 14 de novembro, que seu segmento de negócios de móveis Incap Furniture concluiu as negociações de pessoal que foram iniciadas no final de setembro.",POSITIVE,grupo industrial finlandês ruukki group plc omx helsinki rug1v disse sextafeira 14 novembro segmento negócios móveis incap furniture concluiu negociações pessoal iniciadas final setembro,NEUTRAL
2457,neutral,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",O fornecedor finlandês de componentes de metal Componenta em 26 de dezembro de 2006 solicitou a aprovação do Conselho de Mercado de Capitais da Turquia para lançar uma oferta obrigatória para as ações restantes na produtora de fundidos de ferro e alumínio Doktas Dokumculuk.,NEUTRAL,fornecedor finlandês componentes metal componenta 26 dezembro 2006 solicitou aprovação conselho mercado capitais turquia lançar oferta obrigatória ações restantes produtora fundidos ferro alumínio doktas dokumculuk,NEUTRAL
2458,neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",A finlandesa Sampo-Rosenlew fabrica aproximadamente sete máquinas florestais por mês e cerca de metade das máquinas são exportadas.,POSITIVE,finlandesa samporosenlew fabrica aproximadamente sete máquinas florestais mês cerca metade máquinas exportadas,POSITIVE
2459,neutral,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,A Finnlines tem seis navios em construção na China com entregas programadas entre o primeiro trimestre de 2011 e o último trimestre de 2012.,POSITIVE,finnlines seis navios construção china entregas programadas primeiro trimestre 2011 último trimestre 2012,NEUTRAL
2460,neutral,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,A Finnlines anunciará na semana 17 de 2006 as medidas que tomará para enfrentar a situação.,NEUTRAL,finnlines anunciará semana 17 2006 medidas tomará enfrentar situação,NEUTRAL
2461,positive,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .","empresa 28 de outubro de 2009 - A fabricante finlandesa de equipamentos de elevação Konecranes Oyj HEL: KCR1V disse hoje que adquiriu a US Machine Tool Solutions Unlimited em Cincinnati, Ohio, por uma quantia não revelada.",POSITIVE,empresa 28 outubro 2009 fabricante finlandesa equipamentos elevação konecranes oyj hel kcr1v disse hoje adquiriu us machine tool solutions unlimited cincinnati ohio quantia revelada,NEUTRAL
2462,neutral,"Following the issue , the new shares will constitute 10 percent of the firm 's capital .","Após a emissão, as novas ações constituirão 10 por cento do capital da empresa.",NEUTRAL,após emissão novas ações constituirão 10 cento capital empresa,NEUTRAL
2463,neutral,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .","Para efeitos da possível aquisição, a PKC estabeleceria uma subsidiária na Polónia.",NEUTRAL,efeitos possível aquisição pkc estabeleceria subsidiária polónia,NEUTRAL
2464,neutral,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .","Fundada em 1923, a Finnair é uma das companhias aéreas mais antigas do mundo e voa para 60 destinos com uma frota de 63 aeronaves, empregando 9.500 pessoas.",POSITIVE,fundada 1923 finnair companhias aéreas antigas mundo voa 60 destinos frota 63 aeronaves empregando 9500 pessoas,NEUTRAL
2465,neutral,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .","GeoSentric está adquirindo financiamento extra através da emissão de um máximo de 220.000 novas ações e um título conversível com direitos de subscrição para 880.000 ações, que foram totalmente subscritas.",POSITIVE,geosentric adquirindo financiamento extra através emissão máximo 220000 novas ações título conversível direitos subscrição 880000 ações totalmente subscritas,NEUTRAL
2466,neutral,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .","A participação GLA1V da Glaston está listada na NASDAQ OMX Helsinki, Mid Cap List.",POSITIVE,participação gla1v glaston listada nasdaq omx helsinki mid cap list,NEUTRAL
2467,neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,Motivos da notificação: Tiimari Plc 30/12/2010 emitiu decisão de alocação de empréstimo de capital conversível pelo Conselho em 31/01/2011.,NEUTRAL,motivos notificação tiimari plc 30122010 emitiu decisão alocação empréstimo capital conversível conselho 31012011,NEUTRAL
2468,positive,Growth is expected to continue in 2008 .,O crescimento deve continuar em 2008.,POSITIVE,crescimento deve continuar 2008,NEUTRAL
2469,neutral,GyPSii service supports ten different languages including Korean and Russian .,"O serviço GyPSii oferece suporte a dez idiomas diferentes, incluindo coreano e russo.",POSITIVE,serviço gypsii oferece suporte dez idiomas diferentes incluindo coreano russo,POSITIVE
2470,neutral,He confirmed his view on July 6 .,Ele confirmou sua opinião em 6 de julho.,NEUTRAL,confirmou opinião 6 julho,NEUTRAL
2471,neutral,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,Ele é membro do Conselho de várias empresas e acionista da rede de especialistas do conselho da Boardman Ltd.,NEUTRAL,membro conselho várias empresas acionista rede especialistas conselho boardman ltd,NEUTRAL
2472,neutral,"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .","HELSINKI AFX - A Cargotec disse que comprou uma participação de 95 por cento na Indital Construction Machinery Ltd, uma empresa sediada em Bangalore que fabrica empilhadeiras e guindastes móveis, por um valor não revelado.",POSITIVE,helsinki afx cargotec disse comprou participação 95 cento indital construction machinery ltd empresa sediada bangalore fabrica empilhadeiras guindastes móveis valor revelado,NEUTRAL
2473,neutral,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .","HELSINKI AFX - A Cramo disse que concordou em vender a Cramo Nederland BV CNL, sua unidade holandesa de aluguel de máquinas e equipamentos, para Jaston Groep por uma quantia não revelada.",POSITIVE,helsinki afx cramo disse concordou vender cramo nederland bv cnl unidade holandesa aluguel máquinas equipamentos jaston groep quantia revelada,NEUTRAL
2474,neutral,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .","A Componenta, sediada em Helsinque, comprou a empresa turca Doktas em outubro de 2006 por 89 milhões de euros, tornando-se o maior investimento finlandês na Turquia até o momento.",POSITIVE,componenta sediada helsinque comprou empresa turca doktas outubro 2006 89 milhões euros tornandose maior investimento finlandês turquia momento,POSITIVE
2475,neutral,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .","No entanto, a oferta provavelmente não será feita na avaliação atual, que em parte deriva do negócio em que a empresa foi incorporada em uma concha do mercado de ações.",NEUTRAL,entanto oferta provavelmente feita avaliação atual parte deriva negócio empresa incorporada concha mercado ações,NEUTRAL
2476,neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .","LANÇAMENTO DA BOLSA DE AÇÕES DA HUHTAMAKI OYJ, 16.9.2008 ÀS 13.32 O Dia do Mercado de Capitais da Huhtamaki para investidores institucionais e analistas é realizado em Espoo, 16 de setembro de 2008, começando às 13h30, horário da Finlândia.",NEUTRAL,lançamento bolsa ações huhtamaki oyj 1692008 1332 dia mercado capitais huhtamaki investidores institucionais analistas realizado espoo 16 setembro 2008 começando 13h30 horário finlândia,NEUTRAL
2477,neutral,"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .","Posso dizer categoricamente que não ', Wahlroos foi citado pelo jornal, quando questionado sobre o interesse de Sampo em fazer uma oferta pela RSA.",NEUTRAL,posso dizer categoricamente wahlroos citado jornal questionado sobre interesse sampo fazer oferta rsa,NEUTRAL
2478,neutral,"If Honkarakenne starts production there , it will need a partner for sawmill operations .","Se Honkarakenne iniciar a produção lá, precisará de um parceiro para as operações da serraria.",NEUTRAL,honkarakenne iniciar produção lá precisará parceiro operações serraria,NEUTRAL
2479,neutral,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .","Além disso, nove contratos de trabalho a termo certo não serão estendidos e duas pessoas deixarão a empresa em regime de pensão.",NEGATIVE,além disso nove contratos trabalho termo certo estendidos duas pessoas deixarão empresa regime pensão,NEGATIVE
2480,neutral,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .","Além disso, a área do balcão de serviço existente no hall de recepção será reconstruída e o acesso às ligações ferroviárias locais será fornecido.",NEUTRAL,além disso área balcão serviço existente hall recepção reconstruída acesso ligações ferroviárias locais fornecido,NEUTRAL
2481,neutral,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .","Além disso, uma redução de nove pessoas será feita por meio de pensão ou outros arranjos, acrescentou a empresa.",NEGATIVE,além disso redução nove pessoas feita meio pensão outros arranjos acrescentou empresa,NEUTRAL
2482,neutral,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+∆rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .","Além da Tulikivi Corporation, ele também é atualmente membro do Conselho das seguintes empresas: Altia Corporation, J + ∆rvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy e Voimatel Oy.",NEUTRAL,além tulikivi corporation atualmente membro conselho seguintes empresas altia corporation j ∆rvisuomen portti osuuskunta osuuskunta kpy profile vehicles oy voimatel oy,NEUTRAL
2483,neutral,"In future , the plant will focus on the production of flange profiles for wind farm towers .","No futuro, a planta se concentrará na produção de perfis de flange para torres de parques eólicos.",POSITIVE,futuro planta concentrará produção perfis flange torres parques eólicos,POSITIVE
2484,neutral,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,"Em troca, a empresa de private equity com sede em Nova York receberá uma participação de 51% no grupo letão de TI e telecomunicações.",POSITIVE,troca empresa private equity sede nova york receberá participação 51 grupo letão ti telecomunicações,NEUTRAL
2485,neutral,"In the Baltic countries , Atria 's target is organic growth .","Nos países bálticos, a meta da Atria é o crescimento orgânico.",POSITIVE,países bálticos meta atria crescimento orgânico,POSITIVE
2486,neutral,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .","Anúncio da Bolsa de Valores da Incap Corporation, 29 de abril de 2010 às 13h00 CONVITE PARA UMA CONFERÊNCIA DE NOTÍCIAS SOBRE O RELATÓRIO INTERNO DO INCAP Q1-2010 O Incap publicará seu relatório provisório para janeiro-março de 2010 na quarta-feira, 5 de maio de 2010.",NEUTRAL,anúncio bolsa valores incap corporation 29 abril 2010 13h00 convite conferência notícias sobre relatório interno incap q12010 incap publicará relatório provisório janeiromarço 2010 quartafeira 5 maio 2010,NEUTRAL
2487,neutral,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .","A Índia tem alta prioridade, uma vez que os laços comerciais entre nossos dois países também estão se expandindo '', disse Tornstrom.",POSITIVE,índia alta prioridade vez laços comerciais dois países expandindo disse tornstrom,NEUTRAL
2488,neutral,IonPhasE 's second major owner is venture capital firm Aura Capital .,O segundo maior proprietário da IonPhasE é a empresa de capital de risco Aura Capital.,POSITIVE,segundo maior proprietário ionphase empresa capital risco aura capital,NEUTRAL
2489,neutral,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .","A Iso Omena está sediada no distrito de Matinkyla, na parte sul da cidade de Espoo, no sul da Finlândia.",POSITIVE,iso omena sediada distrito matinkyla parte sul cidade espoo sul finlândia,NEUTRAL
2490,neutral,It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .,"Ela passou para o segundo lugar em 2000, quando fundiu as operações de aço com a Avesta Sheffield para formar a AvestaPolarit.",POSITIVE,passou segundo lugar 2000 fundiu operações aço avesta sheffield formar avestapolarit,POSITIVE
2491,neutral,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",A participação da ITG no negócio é estimada em cerca de 500.000 euros $ 627.000.,POSITIVE,participação itg negócio estimada cerca 500000 euros 627000,POSITIVE
2492,neutral,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .","Seus clientes incluem as empresas locais Slo Oy, Kiilto Oy, Toptronics Oy, Normark Suomi Oy, Pellonpaja Oy e Mansner Oy.",POSITIVE,clientes incluem empresas locais slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy,NEUTRAL
2493,positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .","A Ixonos estima que contratará 20 especialistas em engenharia mecânica, projeto eletrônico e P&D para sua nova unidade em Jyvaeskylae até o final de 2009.",POSITIVE,ixonos estima contratará 20 especialistas engenharia mecânica projeto eletrônico pd nova unidade jyvaeskylae final 2009,NEUTRAL
2494,neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .","Jensen, Njastein e Mike Critch, chefe da unidade de negócios da Dovre na América do Norte, se reportarão a Toivola.",NEUTRAL,jensen njastein mike critch chefe unidade negócios dovre américa norte reportarão toivola,NEUTRAL
2495,neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .","Jukka Hienonen, o atual CEO da Finnair, deixará o cargo no final de janeiro de 2010.",NEGATIVE,jukka hienonen atual ceo finnair deixará cargo final janeiro 2010,NEGATIVE
